timestamp,service,metric,value
2026-07-22T08:00:00Z,billing-api,refund_poll_latency_p95_ms,127.1
2026-07-22T08:00:00Z,partner-gateway,gateway_5xx_ratio,0.0019
2026-07-22T08:00:00Z,payment-refund-svc,refund_backlog_depth,39.6
2026-07-22T08:00:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:01:00Z,billing-api,refund_poll_latency_p95_ms,115.2
2026-07-22T08:01:00Z,partner-gateway,gateway_5xx_ratio,0.002
2026-07-22T08:01:00Z,payment-refund-svc,refund_backlog_depth,39.6
2026-07-22T08:01:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:02:00Z,billing-api,refund_poll_latency_p95_ms,114.4
2026-07-22T08:02:00Z,partner-gateway,gateway_5xx_ratio,0.0019
2026-07-22T08:02:00Z,payment-refund-svc,refund_backlog_depth,39.5
2026-07-22T08:02:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:03:00Z,billing-api,refund_poll_latency_p95_ms,126.4
2026-07-22T08:03:00Z,partner-gateway,gateway_5xx_ratio,0.0019
2026-07-22T08:03:00Z,payment-refund-svc,refund_backlog_depth,39.1
2026-07-22T08:03:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:04:00Z,billing-api,refund_poll_latency_p95_ms,119.8
2026-07-22T08:04:00Z,partner-gateway,gateway_5xx_ratio,0.0019
2026-07-22T08:04:00Z,payment-refund-svc,refund_backlog_depth,38.1
2026-07-22T08:04:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:05:00Z,billing-api,refund_poll_latency_p95_ms,121.4
2026-07-22T08:05:00Z,partner-gateway,gateway_5xx_ratio,0.0019
2026-07-22T08:05:00Z,payment-refund-svc,refund_backlog_depth,37.8
2026-07-22T08:05:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:06:00Z,billing-api,refund_poll_latency_p95_ms,121.0
2026-07-22T08:06:00Z,partner-gateway,gateway_5xx_ratio,0.002
2026-07-22T08:06:00Z,payment-refund-svc,refund_backlog_depth,38.2
2026-07-22T08:06:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:07:00Z,billing-api,refund_poll_latency_p95_ms,128.1
2026-07-22T08:07:00Z,partner-gateway,gateway_5xx_ratio,0.0018
2026-07-22T08:07:00Z,payment-refund-svc,refund_backlog_depth,41.8
2026-07-22T08:07:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:08:00Z,billing-api,refund_poll_latency_p95_ms,128.9
2026-07-22T08:08:00Z,partner-gateway,gateway_5xx_ratio,0.0019
2026-07-22T08:08:00Z,payment-refund-svc,refund_backlog_depth,39.1
2026-07-22T08:08:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:09:00Z,billing-api,refund_poll_latency_p95_ms,128.1
2026-07-22T08:09:00Z,partner-gateway,gateway_5xx_ratio,0.0022
2026-07-22T08:09:00Z,payment-refund-svc,refund_backlog_depth,38.2
2026-07-22T08:09:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:10:00Z,billing-api,refund_poll_latency_p95_ms,121.0
2026-07-22T08:10:00Z,partner-gateway,gateway_5xx_ratio,0.0021
2026-07-22T08:10:00Z,payment-refund-svc,refund_backlog_depth,42.3
2026-07-22T08:10:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:11:00Z,billing-api,refund_poll_latency_p95_ms,110.6
2026-07-22T08:11:00Z,partner-gateway,gateway_5xx_ratio,0.002
2026-07-22T08:11:00Z,payment-refund-svc,refund_backlog_depth,40.5
2026-07-22T08:11:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:12:00Z,billing-api,refund_poll_latency_p95_ms,128.9
2026-07-22T08:12:00Z,partner-gateway,gateway_5xx_ratio,0.0022
2026-07-22T08:12:00Z,payment-refund-svc,refund_backlog_depth,39.6
2026-07-22T08:12:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:13:00Z,billing-api,refund_poll_latency_p95_ms,116.2
2026-07-22T08:13:00Z,partner-gateway,gateway_5xx_ratio,0.0019
2026-07-22T08:13:00Z,payment-refund-svc,refund_backlog_depth,38.4
2026-07-22T08:13:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:14:00Z,billing-api,refund_poll_latency_p95_ms,125.3
2026-07-22T08:14:00Z,partner-gateway,gateway_5xx_ratio,0.0019
2026-07-22T08:14:00Z,payment-refund-svc,refund_backlog_depth,42.2
2026-07-22T08:14:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:15:00Z,billing-api,refund_poll_latency_p95_ms,122.2
2026-07-22T08:15:00Z,partner-gateway,gateway_5xx_ratio,0.0021
2026-07-22T08:15:00Z,payment-refund-svc,refund_backlog_depth,40.8
2026-07-22T08:15:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:16:00Z,billing-api,refund_poll_latency_p95_ms,110.9
2026-07-22T08:16:00Z,partner-gateway,gateway_5xx_ratio,0.0019
2026-07-22T08:16:00Z,payment-refund-svc,refund_backlog_depth,42.0
2026-07-22T08:16:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:17:00Z,billing-api,refund_poll_latency_p95_ms,129.3
2026-07-22T08:17:00Z,partner-gateway,gateway_5xx_ratio,0.0021
2026-07-22T08:17:00Z,payment-refund-svc,refund_backlog_depth,38.6
2026-07-22T08:17:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:18:00Z,billing-api,refund_poll_latency_p95_ms,117.3
2026-07-22T08:18:00Z,partner-gateway,gateway_5xx_ratio,0.0019
2026-07-22T08:18:00Z,payment-refund-svc,refund_backlog_depth,41.6
2026-07-22T08:18:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:19:00Z,billing-api,refund_poll_latency_p95_ms,116.3
2026-07-22T08:19:00Z,partner-gateway,gateway_5xx_ratio,0.0021
2026-07-22T08:19:00Z,payment-refund-svc,refund_backlog_depth,39.8
2026-07-22T08:19:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:20:00Z,billing-api,refund_poll_latency_p95_ms,128.0
2026-07-22T08:20:00Z,partner-gateway,gateway_5xx_ratio,0.0019
2026-07-22T08:20:00Z,payment-refund-svc,refund_backlog_depth,40.0
2026-07-22T08:20:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:21:00Z,billing-api,refund_poll_latency_p95_ms,127.5
2026-07-22T08:21:00Z,partner-gateway,gateway_5xx_ratio,0.0021
2026-07-22T08:21:00Z,payment-refund-svc,refund_backlog_depth,42.3
2026-07-22T08:21:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:22:00Z,billing-api,refund_poll_latency_p95_ms,122.9
2026-07-22T08:22:00Z,partner-gateway,gateway_5xx_ratio,0.0018
2026-07-22T08:22:00Z,payment-refund-svc,refund_backlog_depth,41.9
2026-07-22T08:22:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:23:00Z,billing-api,refund_poll_latency_p95_ms,127.7
2026-07-22T08:23:00Z,partner-gateway,gateway_5xx_ratio,0.0021
2026-07-22T08:23:00Z,payment-refund-svc,refund_backlog_depth,38.3
2026-07-22T08:23:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:24:00Z,billing-api,refund_poll_latency_p95_ms,117.4
2026-07-22T08:24:00Z,partner-gateway,gateway_5xx_ratio,0.0021
2026-07-22T08:24:00Z,payment-refund-svc,refund_backlog_depth,37.9
2026-07-22T08:24:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:25:00Z,billing-api,refund_poll_latency_p95_ms,124.1
2026-07-22T08:25:00Z,partner-gateway,gateway_5xx_ratio,0.002
2026-07-22T08:25:00Z,payment-refund-svc,refund_backlog_depth,39.6
2026-07-22T08:25:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:26:00Z,billing-api,refund_poll_latency_p95_ms,126.4
2026-07-22T08:26:00Z,partner-gateway,gateway_5xx_ratio,0.002
2026-07-22T08:26:00Z,payment-refund-svc,refund_backlog_depth,41.5
2026-07-22T08:26:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:27:00Z,billing-api,refund_poll_latency_p95_ms,121.1
2026-07-22T08:27:00Z,partner-gateway,gateway_5xx_ratio,0.0022
2026-07-22T08:27:00Z,payment-refund-svc,refund_backlog_depth,40.9
2026-07-22T08:27:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:28:00Z,billing-api,refund_poll_latency_p95_ms,115.1
2026-07-22T08:28:00Z,partner-gateway,gateway_5xx_ratio,0.0021
2026-07-22T08:28:00Z,payment-refund-svc,refund_backlog_depth,40.9
2026-07-22T08:28:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:29:00Z,billing-api,refund_poll_latency_p95_ms,112.9
2026-07-22T08:29:00Z,partner-gateway,gateway_5xx_ratio,0.0021
2026-07-22T08:29:00Z,payment-refund-svc,refund_backlog_depth,41.6
2026-07-22T08:29:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:30:00Z,billing-api,refund_poll_latency_p95_ms,121.4
2026-07-22T08:30:00Z,partner-gateway,gateway_5xx_ratio,0.0022
2026-07-22T08:30:00Z,payment-refund-svc,refund_backlog_depth,39.8
2026-07-22T08:30:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:31:00Z,billing-api,refund_poll_latency_p95_ms,122.4
2026-07-22T08:31:00Z,partner-gateway,gateway_5xx_ratio,0.0019
2026-07-22T08:31:00Z,payment-refund-svc,refund_backlog_depth,39.6
2026-07-22T08:31:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:32:00Z,billing-api,refund_poll_latency_p95_ms,126.8
2026-07-22T08:32:00Z,partner-gateway,gateway_5xx_ratio,0.0019
2026-07-22T08:32:00Z,payment-refund-svc,refund_backlog_depth,40.5
2026-07-22T08:32:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:33:00Z,billing-api,refund_poll_latency_p95_ms,119.5
2026-07-22T08:33:00Z,partner-gateway,gateway_5xx_ratio,0.0021
2026-07-22T08:33:00Z,payment-refund-svc,refund_backlog_depth,38.7
2026-07-22T08:33:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:34:00Z,billing-api,refund_poll_latency_p95_ms,115.2
2026-07-22T08:34:00Z,partner-gateway,gateway_5xx_ratio,0.002
2026-07-22T08:34:00Z,payment-refund-svc,refund_backlog_depth,41.3
2026-07-22T08:34:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:35:00Z,billing-api,refund_poll_latency_p95_ms,121.0
2026-07-22T08:35:00Z,partner-gateway,gateway_5xx_ratio,0.0019
2026-07-22T08:35:00Z,payment-refund-svc,refund_backlog_depth,40.7
2026-07-22T08:35:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:36:00Z,billing-api,refund_poll_latency_p95_ms,120.9
2026-07-22T08:36:00Z,partner-gateway,gateway_5xx_ratio,0.0021
2026-07-22T08:36:00Z,payment-refund-svc,refund_backlog_depth,41.3
2026-07-22T08:36:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:37:00Z,billing-api,refund_poll_latency_p95_ms,111.8
2026-07-22T08:37:00Z,partner-gateway,gateway_5xx_ratio,0.0019
2026-07-22T08:37:00Z,payment-refund-svc,refund_backlog_depth,41.8
2026-07-22T08:37:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:38:00Z,billing-api,refund_poll_latency_p95_ms,113.6
2026-07-22T08:38:00Z,partner-gateway,gateway_5xx_ratio,0.0019
2026-07-22T08:38:00Z,payment-refund-svc,refund_backlog_depth,42.0
2026-07-22T08:38:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:39:00Z,billing-api,refund_poll_latency_p95_ms,120.1
2026-07-22T08:39:00Z,partner-gateway,gateway_5xx_ratio,0.0022
2026-07-22T08:39:00Z,payment-refund-svc,refund_backlog_depth,39.5
2026-07-22T08:39:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:40:00Z,billing-api,refund_poll_latency_p95_ms,128.6
2026-07-22T08:40:00Z,partner-gateway,gateway_5xx_ratio,0.0018
2026-07-22T08:40:00Z,payment-refund-svc,refund_backlog_depth,39.0
2026-07-22T08:40:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:41:00Z,billing-api,refund_poll_latency_p95_ms,115.9
2026-07-22T08:41:00Z,partner-gateway,gateway_5xx_ratio,0.002
2026-07-22T08:41:00Z,payment-refund-svc,refund_backlog_depth,39.9
2026-07-22T08:41:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:42:00Z,billing-api,refund_poll_latency_p95_ms,120.0
2026-07-22T08:42:00Z,partner-gateway,gateway_5xx_ratio,0.0019
2026-07-22T08:42:00Z,payment-refund-svc,refund_backlog_depth,38.9
2026-07-22T08:42:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:43:00Z,billing-api,refund_poll_latency_p95_ms,127.4
2026-07-22T08:43:00Z,partner-gateway,gateway_5xx_ratio,0.0019
2026-07-22T08:43:00Z,payment-refund-svc,refund_backlog_depth,38.7
2026-07-22T08:43:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:44:00Z,billing-api,refund_poll_latency_p95_ms,128.8
2026-07-22T08:44:00Z,partner-gateway,gateway_5xx_ratio,0.0018
2026-07-22T08:44:00Z,payment-refund-svc,refund_backlog_depth,38.4
2026-07-22T08:44:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:45:00Z,billing-api,refund_poll_latency_p95_ms,122.7
2026-07-22T08:45:00Z,partner-gateway,gateway_5xx_ratio,0.0021
2026-07-22T08:45:00Z,payment-refund-svc,refund_backlog_depth,40.5
2026-07-22T08:45:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:46:00Z,billing-api,refund_poll_latency_p95_ms,113.7
2026-07-22T08:46:00Z,partner-gateway,gateway_5xx_ratio,0.0019
2026-07-22T08:46:00Z,payment-refund-svc,refund_backlog_depth,38.0
2026-07-22T08:46:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:47:00Z,billing-api,refund_poll_latency_p95_ms,120.1
2026-07-22T08:47:00Z,partner-gateway,gateway_5xx_ratio,0.0021
2026-07-22T08:47:00Z,payment-refund-svc,refund_backlog_depth,39.8
2026-07-22T08:47:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:48:00Z,billing-api,refund_poll_latency_p95_ms,112.8
2026-07-22T08:48:00Z,partner-gateway,gateway_5xx_ratio,0.0021
2026-07-22T08:48:00Z,payment-refund-svc,refund_backlog_depth,41.7
2026-07-22T08:48:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:49:00Z,billing-api,refund_poll_latency_p95_ms,120.9
2026-07-22T08:49:00Z,partner-gateway,gateway_5xx_ratio,0.0021
2026-07-22T08:49:00Z,payment-refund-svc,refund_backlog_depth,37.7
2026-07-22T08:49:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:50:00Z,billing-api,refund_poll_latency_p95_ms,110.9
2026-07-22T08:50:00Z,partner-gateway,gateway_5xx_ratio,0.0021
2026-07-22T08:50:00Z,payment-refund-svc,refund_backlog_depth,40.5
2026-07-22T08:50:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:51:00Z,billing-api,refund_poll_latency_p95_ms,122.0
2026-07-22T08:51:00Z,partner-gateway,gateway_5xx_ratio,0.0021
2026-07-22T08:51:00Z,payment-refund-svc,refund_backlog_depth,38.0
2026-07-22T08:51:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:52:00Z,billing-api,refund_poll_latency_p95_ms,125.5
2026-07-22T08:52:00Z,partner-gateway,gateway_5xx_ratio,0.002
2026-07-22T08:52:00Z,payment-refund-svc,refund_backlog_depth,40.4
2026-07-22T08:52:00Z,payment-refund-svc,refund_processed_per_min,55.0
2026-07-22T08:53:00Z,billing-api,refund_poll_latency_p95_ms,120.2
