timestamp,service,metric,value
2026-06-18T14:00:00Z,frontend,requests_per_sec,923.6
2026-06-18T14:00:00Z,frontend,cpu_utilization,0.3
2026-06-18T14:00:00Z,frontend,request_queue_depth,1.3
2026-06-18T14:00:00Z,frontend,http_server_duration_p99_ms,235.6
2026-06-18T14:00:00Z,frontend,http_5xx_per_sec,0.2
2026-06-18T14:00:00Z,checkoutservice,requests_per_sec,519.9
2026-06-18T14:00:00Z,checkoutservice,cpu_utilization,0.3
2026-06-18T14:00:00Z,checkoutservice,request_queue_depth,1.1
2026-06-18T14:00:00Z,checkoutservice,http_server_duration_p99_ms,208.0
2026-06-18T14:00:00Z,checkoutservice,http_5xx_per_sec,0.4
2026-06-18T14:00:00Z,cartservice,requests_per_sec,628.2
2026-06-18T14:00:00Z,cartservice,cpu_utilization,0.3
2026-06-18T14:00:00Z,cartservice,request_queue_depth,1.7
2026-06-18T14:00:00Z,cartservice,http_server_duration_p99_ms,181.3
2026-06-18T14:00:00Z,cartservice,http_5xx_per_sec,0.2
2026-06-18T14:00:00Z,productcatalogservice,requests_per_sec,895.3
2026-06-18T14:00:00Z,productcatalogservice,cpu_utilization,0.3
2026-06-18T14:00:00Z,productcatalogservice,request_queue_depth,0.9
2026-06-18T14:00:00Z,productcatalogservice,http_server_duration_p99_ms,268.3
2026-06-18T14:00:00Z,productcatalogservice,http_5xx_per_sec,0.3
2026-06-18T14:01:00Z,frontend,requests_per_sec,924.1
2026-06-18T14:01:00Z,frontend,cpu_utilization,0.3
2026-06-18T14:01:00Z,frontend,request_queue_depth,1.0
2026-06-18T14:01:00Z,frontend,http_server_duration_p99_ms,242.2
2026-06-18T14:01:00Z,frontend,http_5xx_per_sec,0.2
2026-06-18T14:01:00Z,checkoutservice,requests_per_sec,518.0
2026-06-18T14:01:00Z,checkoutservice,cpu_utilization,0.3
2026-06-18T14:01:00Z,checkoutservice,request_queue_depth,1.3
2026-06-18T14:01:00Z,checkoutservice,http_server_duration_p99_ms,206.6
2026-06-18T14:01:00Z,checkoutservice,http_5xx_per_sec,0.2
2026-06-18T14:01:00Z,cartservice,requests_per_sec,633.6
2026-06-18T14:01:00Z,cartservice,cpu_utilization,0.3
2026-06-18T14:01:00Z,cartservice,request_queue_depth,0.7
2026-06-18T14:01:00Z,cartservice,http_server_duration_p99_ms,180.5
2026-06-18T14:01:00Z,cartservice,http_5xx_per_sec,0.1
2026-06-18T14:01:00Z,productcatalogservice,requests_per_sec,856.4
2026-06-18T14:01:00Z,productcatalogservice,cpu_utilization,0.3
2026-06-18T14:01:00Z,productcatalogservice,request_queue_depth,1.4
2026-06-18T14:01:00Z,productcatalogservice,http_server_duration_p99_ms,268.0
2026-06-18T14:01:00Z,productcatalogservice,http_5xx_per_sec,0.3
2026-06-18T14:02:00Z,frontend,requests_per_sec,874.7
2026-06-18T14:02:00Z,frontend,cpu_utilization,0.3
2026-06-18T14:02:00Z,frontend,request_queue_depth,1.0
2026-06-18T14:02:00Z,frontend,http_server_duration_p99_ms,235.3
2026-06-18T14:02:00Z,frontend,http_5xx_per_sec,0.3
2026-06-18T14:02:00Z,checkoutservice,requests_per_sec,509.7
2026-06-18T14:02:00Z,checkoutservice,cpu_utilization,0.3
2026-06-18T14:02:00Z,checkoutservice,request_queue_depth,1.7
2026-06-18T14:02:00Z,checkoutservice,http_server_duration_p99_ms,210.3
2026-06-18T14:02:00Z,checkoutservice,http_5xx_per_sec,0.2
2026-06-18T14:02:00Z,cartservice,requests_per_sec,595.4
2026-06-18T14:02:00Z,cartservice,cpu_utilization,0.3
2026-06-18T14:02:00Z,cartservice,request_queue_depth,1.7
2026-06-18T14:02:00Z,cartservice,http_server_duration_p99_ms,184.3
2026-06-18T14:02:00Z,cartservice,http_5xx_per_sec,0.0
2026-06-18T14:02:00Z,productcatalogservice,requests_per_sec,856.6
2026-06-18T14:02:00Z,productcatalogservice,cpu_utilization,0.3
2026-06-18T14:02:00Z,productcatalogservice,request_queue_depth,0.2
2026-06-18T14:02:00Z,productcatalogservice,http_server_duration_p99_ms,263.7
2026-06-18T14:02:00Z,productcatalogservice,http_5xx_per_sec,0.2
2026-06-18T14:03:00Z,frontend,requests_per_sec,873.2
2026-06-18T14:03:00Z,frontend,cpu_utilization,0.3
2026-06-18T14:03:00Z,frontend,request_queue_depth,0.2
2026-06-18T14:03:00Z,frontend,http_server_duration_p99_ms,239.8
2026-06-18T14:03:00Z,frontend,http_5xx_per_sec,0.4
2026-06-18T14:03:00Z,checkoutservice,requests_per_sec,522.5
2026-06-18T14:03:00Z,checkoutservice,cpu_utilization,0.3
2026-06-18T14:03:00Z,checkoutservice,request_queue_depth,1.8
2026-06-18T14:03:00Z,checkoutservice,http_server_duration_p99_ms,210.6
2026-06-18T14:03:00Z,checkoutservice,http_5xx_per_sec,0.2
2026-06-18T14:03:00Z,cartservice,requests_per_sec,601.5
2026-06-18T14:03:00Z,cartservice,cpu_utilization,0.3
2026-06-18T14:03:00Z,cartservice,request_queue_depth,0.6
