timestamp,service,metric,value
2026-06-23T09:00:00Z,ai-agent-svc,http_5xx_ratio,0.0047
2026-06-23T09:00:00Z,ai-agent-svc,agent_lookup_failed_total,0.0
2026-06-23T09:00:00Z,ai-memory-svc,context_build_error_ratio,0.0023
2026-06-23T09:01:00Z,ai-agent-svc,http_5xx_ratio,0.0036
2026-06-23T09:01:00Z,ai-agent-svc,agent_lookup_failed_total,0.0
2026-06-23T09:01:00Z,ai-memory-svc,context_build_error_ratio,0.0012
2026-06-23T09:02:00Z,ai-agent-svc,http_5xx_ratio,0.0049
2026-06-23T09:02:00Z,ai-agent-svc,agent_lookup_failed_total,0.0
2026-06-23T09:02:00Z,ai-memory-svc,context_build_error_ratio,0.0012
2026-06-23T09:03:00Z,ai-agent-svc,http_5xx_ratio,0.0045
2026-06-23T09:03:00Z,ai-agent-svc,agent_lookup_failed_total,0.0
2026-06-23T09:03:00Z,ai-memory-svc,context_build_error_ratio,0.0027
2026-06-23T09:04:00Z,ai-agent-svc,http_5xx_ratio,0.0035
2026-06-23T09:04:00Z,ai-agent-svc,agent_lookup_failed_total,0.0
2026-06-23T09:04:00Z,ai-memory-svc,context_build_error_ratio,0.002
2026-06-23T09:05:00Z,ai-agent-svc,http_5xx_ratio,0.0037
2026-06-23T09:05:00Z,ai-agent-svc,agent_lookup_failed_total,0.0
2026-06-23T09:05:00Z,ai-memory-svc,context_build_error_ratio,0.0025
2026-06-23T09:06:00Z,ai-agent-svc,http_5xx_ratio,0.005
2026-06-23T09:06:00Z,ai-agent-svc,agent_lookup_failed_total,0.0
2026-06-23T09:06:00Z,ai-memory-svc,context_build_error_ratio,0.0028
2026-06-23T09:07:00Z,ai-agent-svc,http_5xx_ratio,0.0048
2026-06-23T09:07:00Z,ai-agent-svc,agent_lookup_failed_total,0.0
2026-06-23T09:07:00Z,ai-memory-svc,context_build_error_ratio,0.0023
2026-06-23T09:08:00Z,ai-agent-svc,http_5xx_ratio,0.0041
2026-06-23T09:08:00Z,ai-agent-svc,agent_lookup_failed_total,0.0
2026-06-23T09:08:00Z,ai-memory-svc,context_build_error_ratio,0.0015
2026-06-23T09:09:00Z,ai-agent-svc,http_5xx_ratio,0.0045
2026-06-23T09:09:00Z,ai-agent-svc,agent_lookup_failed_total,0.0
2026-06-23T09:09:00Z,ai-memory-svc,context_build_error_ratio,0.0017
2026-06-23T09:10:00Z,ai-agent-svc,http_5xx_ratio,0.0047
