timestamp,service,metric,value
2026-07-23T18:00:00Z,checkoutservice,checkout_latency_p99_ms,287.3
2026-07-23T18:00:00Z,dashboard-svc,dashboard_request_count,29.9
2026-07-23T18:00:00Z,dashboard-svc,report_freshness_s,40.5
2026-07-23T18:00:00Z,inventory-service,inventory_sync_lag_s,5.4594
2026-07-23T18:00:00Z,inventory-service,warehouse_queue_depth,9.8
2026-07-23T18:00:00Z,paymentservice,payment_success_ratio,0.9857
2026-07-23T18:00:00Z,platform-api,platform_api_latency_p95_ms,57.1
2026-07-23T18:00:00Z,report-scheduler,concurrent_report_jobs,0.9128
2026-07-23T18:00:00Z,report-scheduler,report_job_duration_s,46.1
2026-07-23T18:00:00Z,report-scheduler,report_queue_depth,2.2358
2026-07-23T18:00:00Z,reportdb-proxy,report_db_active_connections,6.4232
2026-07-23T18:00:00Z,reportdb-proxy,report_db_cpu_pct,21.6
2026-07-23T18:00:00Z,shippingservice,label_api_latency_ms,78.4
2026-07-23T18:00:00Z,shippingservice,shipping_queue_depth,11.1
2026-07-23T18:01:00Z,checkoutservice,checkout_latency_p99_ms,291.4
2026-07-23T18:01:00Z,dashboard-svc,dashboard_request_count,35.7
2026-07-23T18:01:00Z,dashboard-svc,report_freshness_s,40.0
2026-07-23T18:01:00Z,inventory-service,inventory_sync_lag_s,4.4666
2026-07-23T18:01:00Z,inventory-service,warehouse_queue_depth,11.0
2026-07-23T18:01:00Z,paymentservice,payment_success_ratio,0.9902
2026-07-23T18:01:00Z,platform-api,platform_api_latency_p95_ms,57.1
2026-07-23T18:01:00Z,report-scheduler,concurrent_report_jobs,1.0823
2026-07-23T18:01:00Z,report-scheduler,report_job_duration_s,47.2
2026-07-23T18:01:00Z,report-scheduler,report_queue_depth,2.0388
2026-07-23T18:01:00Z,reportdb-proxy,report_db_active_connections,6.7595
2026-07-23T18:01:00Z,reportdb-proxy,report_db_cpu_pct,20.1
2026-07-23T18:01:00Z,shippingservice,label_api_latency_ms,74.5
2026-07-23T18:01:00Z,shippingservice,shipping_queue_depth,12.0
2026-07-23T18:02:00Z,checkoutservice,checkout_latency_p99_ms,310.3
2026-07-23T18:02:00Z,dashboard-svc,dashboard_request_count,31.2
2026-07-23T18:02:00Z,dashboard-svc,report_freshness_s,38.4
2026-07-23T18:02:00Z,inventory-service,inventory_sync_lag_s,5.7423
2026-07-23T18:02:00Z,inventory-service,warehouse_queue_depth,12.2
2026-07-23T18:02:00Z,paymentservice,payment_success_ratio,1.006
2026-07-23T18:02:00Z,platform-api,platform_api_latency_p95_ms,60.9
2026-07-23T18:02:00Z,report-scheduler,concurrent_report_jobs,1.0539
2026-07-23T18:02:00Z,report-scheduler,report_job_duration_s,46.2
2026-07-23T18:02:00Z,report-scheduler,report_queue_depth,1.6532
2026-07-23T18:02:00Z,reportdb-proxy,report_db_active_connections,5.2713
2026-07-23T18:02:00Z,reportdb-proxy,report_db_cpu_pct,23.3
2026-07-23T18:02:00Z,shippingservice,label_api_latency_ms,85.9
2026-07-23T18:02:00Z,shippingservice,shipping_queue_depth,11.4
2026-07-23T18:03:00Z,checkoutservice,checkout_latency_p99_ms,289.0
2026-07-23T18:03:00Z,dashboard-svc,dashboard_request_count,33.2
2026-07-23T18:03:00Z,dashboard-svc,report_freshness_s,42.7
2026-07-23T18:03:00Z,inventory-service,inventory_sync_lag_s,5.6373
2026-07-23T18:03:00Z,inventory-service,warehouse_queue_depth,12.7
